Time,x_d,y_d,theta_d,v_d,delta_
5.672874,4.954213,1.044884,1.31434,0.899615,0.211093
5.723077,4.964899,1.088471,1.346397,0.899615,0.211093
5.773279,4.974183,1.132378,1.378454,0.899615,0.211093
5.823482,4.982054,1.17656,1.410511,0.899615,0.211093
5.873684,4.988506,1.220972,1.442568,0.899615,0.211093
5.923887,4.993531,1.265568,1.474625,0.899615,0.211093
5.974089,4.997124,1.310302,1.506682,0.899615,0.211093
6.024291,4.999281,1.355128,1.538739,0.899615,0.211093
6.074494,5,1.4,1.570796,0.899615,0.211093
6.124696,5,1.4,1.570796,1,0
6.174899,5,1.466667,1.570796,1,0
6.225101,5,1.533333,1.570796,1,0
6.275304,5,1.6,1.570796,1,0
6.325506,5,1.6,1.570796,0.899615,0.211093
6.375709,4.999281,1.644872,1.602853,0.899615,0.211093
6.425911,4.997124,1.689698,1.63491,0.899615,0.211093
6.476113,4.993531,1.734432,1.666968,0.899615,0.211093
6.526316,4.988506,1.779028,1.699025,0.899615,0.211093
6.576518,4.982054,1.82344,1.731082,0.899615,0.211093
6.626721,4.974183,1.867622,1.763139,0.899615,0.211093
6.676923,4.964899,1.911529,1.795196,0.899615,0.211093
6.727126,4.954213,1.955116,1.827253,0.899615,0.211093
6.777328,4.942135,1.998339,1.85931,0.899615,0.211093
6.82753,4.928678,2.041152,1.891367,0.899615,0.211093
6.877733,4.913856,2.083511,1.923424,0.899615,0.211093
6.927935,4.897683,2.125374,1.955481,0.899615,0.211093
6.978138,4.880178,2.166697,1.987538,0.899615,0.211093
7.02834,4.861356,2.207437,2.019595,0.899615,0.211093
7.078543,4.841239,2.247554,2.051652,0.899615,0.211093
7.128745,4.819846,2.287005,2.083709,0.899615,0.211093
7.178947,4.7972,2.32575,2.115766,0.899615,0.211093
7.22915,4.773323,2.363749,2.147824,0.899615,0.211093
7.279352,4.748241,2.400963,2.179881,0.899615,0.211093
7.329555,4.721979,2.437355,2.211938,0.899615,0.211093
7.379757,4.694564,2.472886,2.243995,0.899615,0.211093
7.42996,4.666024,2.50752,2.276052,0.899615,0.211093
7.480162,4.636389,2.541221,2.308109,0.899615,0.211093
7.530364,4.605689,2.573956,2.340166,0.899615,0.211093
7.580567,4.573956,2.605689,2.372223,0.899615,0.211093
7.630769,4.541221,2.636389,2.40428,0.899615,0.211093
7.680972,4.50752,2.666024,2.436337,0.899615,0.211093
7.731174,4.472886,2.694564,2.468394,0.899615,0.211093
7.781377,4.437355,2.721979,2.500451,0.899615,0.211093
7.831579,4.400963,2.748241,2.532508,0.899615,0.211093
7.881781,4.363749,2.773323,2.564565,0.899615,0.211093
7.931984,4.32575,2.7972,2.596622,0.899615,0.211093
7.982186,4.287005,2.819846,2.62868,0.899615,0.211093
8.032389,4.247554,2.841239,2.660737,0.899615,0.211093
8.082591,4.207437,2.861356,2.692794,0.899615,0.211093
8.132794,4.166697,2.880178,2.724851,0.899615,0.211093
8.182996,4.125374,2.897683,2.756908,0.899615,0.211093
8.233198,4.083511,2.913856,2.788965,0.899615,0.211093
8.283401,4.041152,2.928678,2.821022,0.899615,0.211093
8.333603,3.998339,2.942135,2.853079,0.899615,0.211093
8.383806,3.955116,2.954213,2.885136,0.899615,0.211093
8.434008,3.911529,2.964899,2.917193,0.899615,0.211093
8.484211,3.867622,2.974183,2.94925,0.899615,0.211093
8.534413,3.82344,2.982054,2.981307,0.899615,0.211093
8.584615,3.779028,2.988506,3.013364,0.899615,0.211093
8.634818,3.734432,2.993531,3.045421,0.899615,0.211093
8.68502,3.689698,2.997124,3.077479,0.899615,0.211093
8.735223,3.644872,2.999281,3.109536,0.899615,0.211093
8.785425,3.6,3,3.141593,0.899615,0.211093
8.835628,3.6,3,3.141593,1,-0
8.88583,3.549296,3,3.141593,1,-0
8.936032,3.498592,3,3.141593,1,-0
8.986235,3.447887,3,3.141593,1,-0
9.036437,3.397183,3,3.141593,1,-0
9.08664,3.346479,3,3.141593,1,-0
9.136842,3.295775,3,3.141593,1,-0
9.187045,3.24507,3,3.141593,1,-0
9.237247,3.194366,3,3.141593,1,-0
9.287449,3.143662,3,3.141593,1,-0
9.337652,3.092958,3,3.141593,1,-0
9.387854,3.042254,3,3.141593,1,-0
9.438057,2.991549,3,3.141593,1,-0
9.488259,2.940845,3,3.141593,1,-0
9.538462,2.890141,3,3.141593,1,-0
9.588664,2.839437,3,3.141593,1,-0
9.638866,2.788732,3,3.141593,1,-0
9.689069,2.738028,3,3.141593,1,-0
9.739271,2.687324,3,3.141593,1,-0
9.789474,2.63662,3,3.141593,1,-0
9.839676,2.585915,3,3.141593,1,-0
9.889879,2.535211,3,3.141593,1,-0
9.940081,2.484507,3,3.141593,1,-0
9.990283,2.433803,3,3.141593,1,-0
10.040486,2.383099,3,3.141593,1,-0
10.090688,2.332394,3,3.141593,1,-0
10.140891,2.28169,3,3.141593,1,-0
10.191093,2.230986,3,3.141593,1,-0
10.241296,2.180282,3,3.141593,1,-0
10.291498,2.129577,3,3.141593,1,-0
10.3417,2.078873,3,3.141593,1,-0
10.391903,2.028169,3,3.141593,1,-0
10.442105,1.977465,3,3.141593,1,-0
10.492308,1.926761,3,3.141593,1,-0
10.54251,1.876056,3,3.141593,1,-0
10.592713,1.825352,3,3.141593,1,-0
10.642915,1.774648,3,3.141593,1,-0
10.693117,1.723944,3,3.141593,1,-0
10.74332,1.673239,3,3.141593,1,-0
10.793522,1.622535,3,3.141593,1,-0
10.843725,1.571831,3,3.141593,1,-0
10.893927,1.521127,3,3.141593,1,-0
10.94413,1.470423,3,3.141593,1,-0
10.994332,1.419718,3,3.141593,1,-0
11.044534,1.369014,3,3.141593,1,-0
11.094737,1.31831,3,3.141593,1,-0
11.144939,1.267606,3,3.141593,1,-0
11.195142,1.216901,3,3.141593,1,-0
11.245344,1.166197,3,3.141593,1,-0
11.295547,1.115493,3,3.141593,1,-0
11.345749,1.064789,3,3.141593,1,-0
11.395951,1.014085,3,3.141593,1,-0
11.446154,0.96338,3,3.141593,1,-0
11.496356,0.912676,3,3.141593,1,-0
11.546559,0.861972,3,3.141593,1,-0
11.596761,0.811268,3,3.141593,1,-0
11.646964,0.760563,3,3.141593,1,-0
11.697166,0.709859,3,3.141593,1,-0
11.747368,0.659155,3,3.141593,1,-0
11.797571,0.608451,3,3.141593,1,-0
11.847773,0.557746,3,3.141593,1,-0
11.897976,0.507042,3,3.141593,1,-0
11.948178,0.456338,3,3.141593,1,-0
11.998381,0.405634,3,3.141593,1,-0
12.048583,0.35493,3,3.141593,1,-0
12.098785,0.304225,3,3.141593,1,-0
12.148988,0.253521,3,3.141593,1,-0
12.19919,0.202817,3,3.141593,1,-0
12.249393,0.152113,3,3.141593,1,-0
12.299595,0.101408,3,3.141593,1,-0
12.349798,0.050704,3,3.141593,1,-0
12.4,0,3,3.141593,1,-0
