Time,x_d,y_d,theta_d,v_,delta_
36.530442,2.4486333,-8.8756791,1.2618161,0.3612432,0.279232
36.5804837,2.4537828,-8.8590718,1.2784157,0.36163,0.2786129
36.6305254,2.4586629,-8.8423585,1.2949928,0.3620827,0.2777882
36.6805671,2.4632728,-8.8255398,1.3115383,0.3626017,0.2767601
36.7306088,2.4676122,-8.808616,1.3280432,0.3631872,0.2755314
36.7806505,2.4716805,-8.7915875,1.3444989,0.3638396,0.2741057
36.8306922,2.4754773,-8.774455,1.3608965,0.3645592,0.2724873
36.8807339,2.4790022,-8.7572188,1.3772277,0.3653464,0.270681
36.9307756,2.4822548,-8.7398794,1.393484,0.3662014,0.2686926
36.9808173,2.4852348,-8.7224374,1.4096573,0.3671245,0.2665281
37.030859,2.4879417,-8.7048931,1.4257398,0.3681159,0.2641943
37.0809008,2.4903754,-8.6872471,1.4417238,0.3691759,0.2616984
37.1309425,2.4925355,-8.6694998,1.4576018,0.3703047,0.259048
37.1809842,2.4944219,-8.6516517,1.473367,0.3715022,0.2562511
37.2310259,2.4960342,-8.6337034,1.4890123,0.3727687,0.2533161
37.2810676,2.4973723,-8.6156553,1.5045314,0.3741041,0.2502515
37.3311093,2.4984362,-8.5975078,1.519918,0.3755084,0.2470663
37.381151,2.4992255,-8.5792616,1.5351665,0.3769814,0.2437694
37.4311927,2.4997404,-8.5609172,1.5502713,0.3785229,0.24037
37.4812344,2.4999807,-8.5424749,1.5652272,0.3801327,0.236877
37.5312761,2.4999464,-8.5239353,1.5800295,0.3818104,0.2332998
37.5813178,2.4996374,-8.505299,1.5946738,0.3835556,0.2296474
37.6313595,2.4990539,-8.4865664,1.609156,0.3853679,0.2259287
37.6814012,2.4981959,-8.467738,1.6234722,0.3872466,0.2221525
37.7314429,2.4970635,-8.4488145,1.6376193,0.389191,0.2183277
37.7814846,2.4956568,-8.4297962,1.6515939,0.3912004,0.2144624
37.8315263,2.4939759,-8.4106837,1.6653936,0.3932741,0.210565
37.881568,2.4920212,-8.3914776,1.6790158,0.395411,0.2066434
37.9316097,2.4897926,-8.3721783,1.6924584,0.3976103,0.2027051
37.9816514,2.4872906,-8.3527865,1.7057198,0.3998708,0.1987573
38.0316931,2.4845154,-8.3333025,1.7187983,0.4021915,0.194807
38.0817348,2.4814672,-8.3137271,1.7316927,0.4045712,0.1908608
38.1317765,2.4781465,-8.2940606,1.7444023,0.4070087,0.1869249
38.1818182,2.4745536,-8.2743037,1.7569262,0.4095026,0.183005
38.2318599,2.4706889,-8.2544568,1.769264,0.4120517,0.1791066
38.2819016,2.4665527,-8.2345206,1.7814156,0.4146545,0.1752348
38.3319433,2.4621457,-8.2144956,1.793381,0.4173095,0.1713942
38.381985,2.4574681,-8.1943822,1.8051605,0.4200154,0.1675893
38.4320267,2.4525207,-8.1741812,1.8167544,0.4227705,0.1638238
38.4820684,2.4473038,-8.153893,1.8281634,0.4255735,0.1601016
38.5321101,2.4418182,-8.1335182,1.8393883,0.4284226,0.1564257
38.5821518,2.4360643,-8.1130573,1.8504301,0.4313162,0.1527991
38.6321935,2.4300428,-8.092511,1.8612898,0.4342529,0.1492245
38.6822352,2.4237544,-8.0718797,1.8719688,0.4372309,0.1457041
38.7322769,2.4171997,-8.0511641,1.8824683,0.4402487,0.14224
38.7823186,2.4103795,-8.0303646,1.89279,0.4433045,0.1388338
38.8323603,2.4032946,-8.009482,1.9029353,0.4463967,0.1354871
38.882402,2.3959457,-7.9885167,1.912906,0.4495237,0.132201
38.9324437,2.3883336,-7.9674693,1.9227039,0.4526839,0.1289765
38.9824854,2.3804592,-7.9463405,1.9323308,0.4558755,0.1258144
39.0325271,2.3723232,-7.9251307,1.9417886,0.459097,0.1227153
39.0825688,2.3639267,-7.9038407,1.9510794,0.4623467,0.1196796
39.1326105,2.3552706,-7.8824708,1.9602051,0.465623,0.1167074
39.1826522,2.3463557,-7.8610219,1.969168,0.4689243,0.1137987
39.2326939,2.3371831,-7.8394943,1.97797,0.4722491,0.1109536
39.2827356,2.3277537,-7.8178888,1.9866133,0.4755956,0.1081717
39.3327773,2.3180687,-7.7962059,1.9951002,0.4789624,0.1054526
39.382819,2.308129,-7.7744462,2.0034328,0.482348,0.102796
39.4328607,2.2979358,-7.7526103,2.0116134,0.4857508,0.1002012
39.4829024,2.2874902,-7.7306988,2.0196442,0.4891693,0.0976677
39.5329441,2.2767933,-7.7087123,2.0275275,0.492602,0.0951945
39.5829858,2.2658464,-7.6866515,2.0352654,0.4960475,0.092781
39.6330275,2.2546505,-7.6645169,2.0428602,0.4995043,0.0904262
39.6830692,2.243207,-7.6423091,2.0503143,0.5029711,0.0881293
39.7331109,2.231517,-7.6200287,2.0576297,0.5064463,0.0858893
39.7831526,2.219582,-7.5976764,2.0648087,0.5099288,0.0837051
39.8331943,2.2074032,-7.5752528,2.0718535,0.513417,0.0815757
39.883236,2.1949818,-7.5527584,2.0787664,0.5169096,0.0795001
39.9332777,2.1823194,-7.5301939,2.0855494,0.5204055,0.0774771
39.9833194,2.1694173,-7.50756,2.0922047,0.5239032,0.0755057
40.0333611,2.1562768,-7.4848572,2.0987344,0.5274016,0.0735847
40.0834028,2.1428995,-7.4620861,2.1051407,0.5308993,0.0717131
40.1334445,2.1292868,-7.4392475,2.1114256,0.5343953,0.0698895
40.1834862,2.1154403,-7.4163418,2.1175912,0.5378882,0.0681131
40.2335279,2.1013613,-7.3933698,2.1236394,0.5413769,0.0663825
40.2835696,2.0870515,-7.3703321,2.1295723,0.5448603,0.0646967
40.3336113,2.0725125,-7.3472293,2.1353919,0.5483372,0.0630546
40.383653,2.0577459,-7.324062,2.1411,0.5518065,0.061455
40.4336947,2.0427532,-7.3008309,2.1466986,0.5552672,0.0598968
40.4837364,2.0275361,-7.2775366,2.1521895,0.5587181,0.058379
40.5337781,2.0120963,-7.2541798,2.1575745,0.5621583,0.0569005
40.5838198,1.9964355,-7.2307611,2.1628556,0.5655867,0.0554602
40.6338616,1.9805553,-7.2072811,2.1680343,0.5690023,0.0540572
40.6839033,1.9644577,-7.1837405,2.1731126,0.5724041,0.0526902
40.733945,1.9481442,-7.1601399,2.178092,0.5757911,0.0513585
40.7839867,1.9316168,-7.13648,2.1829743,0.5791625,0.0500609
40.8340284,1.9148772,-7.1127615,2.187761,0.5825171,0.0487965
40.8840701,1.8979272,-7.0889849,2.1924539,0.5858543,0.0475644
40.9341118,1.8807688,-7.065151,2.1970544,0.5891729,0.0463637
40.9841535,1.8634038,-7.0412603,2.2015641,0.5924723,0.0451933
41.0341952,1.845834,-7.0173136,2.2059846,0.5957514,0.0440525
41.0842369,1.8280616,-6.9933115,2.2103172,0.5990095,0.0429404
41.1342786,1.8100883,-6.9692546,2.2145635,0.6022457,0.0418562
41.1843203,1.7919162,-6.9451437,2.2187248,0.6054593,0.0407989
41.234362,1.7735473,-6.9209794,2.2228025,0.6086493,0.0397679
41.2844037,1.7549835,-6.8967623,2.2267981,0.6118151,0.0387623
41.3344454,1.736227,-6.8724931,2.2307127,0.6149559,0.0377814
41.3844871,1.7172798,-6.8481725,2.2345477,0.6180708,0.0368244
41.4345288,1.6981439,-6.8238011,2.2383044,0.6211592,0.0358906
41.4845705,1.6788215,-6.7993797,2.241984,0.6242204,0.0349793
41.5346122,1.6593147,-6.7749088,2.2455877,0.6272536,0.0340899
41.5846539,1.6396257,-6.7503892,2.2491166,0.6302582,0.0332216
41.6346956,1.6197565,-6.7258216,2.252572,0.6332334,0.0323737
41.6847373,1.5997094,-6.7012065,2.2559549,0.6361786,0.0315458
41.734779,1.5794866,-6.6765447,2.2592664,0.6390931,0.0307371
41.7848207,1.5590903,-6.6518369,2.2625076,0.6419763,0.0299471
41.8348624,1.5385227,-6.6270838,2.2656796,0.6448276,0.0291751
41.8849041,1.5177862,-6.6022859,2.2687833,0.6476463,0.0284207
41.9349458,1.4968829,-6.577444,2.2718197,0.6504319,0.0276832
41.9849875,1.4758152,-6.5525589,2.2747898,0.6531837,0.0269622
42.0350292,1.4545853,-6.5276311,2.2776946,0.6559011,0.0262571
42.0850709,1.4331957,-6.5026613,2.280535,0.6585837,0.0255674
42.1351126,1.4116487,-6.4776503,2.2833118,0.6612308,0.0248927
42.1851543,1.3899466,-6.4525987,2.2860259,0.6638418,0.0242324
42.235196,1.3680919,-6.4275072,2.2886781,0.6664164,0.0235861
42.2852377,1.3460868,-6.4023765,2.2912694,0.6689538,0.0229534
42.3352794,1.3239339,-6.3772073,2.2938005,0.6714537,0.0223337
42.3853211,1.3016356,-6.3520002,2.2962721,0.6739155,0.0217268
42.4353628,1.2791943,-6.3267561,2.2986851,0.6763388,0.0211321
42.4854045,1.2566125,-6.3014755,2.3010401,0.678723,0.0205493
42.5354462,1.2338926,-6.2761592,2.303338,0.6810676,0.019978
42.5854879,1.2110372,-6.2508078,2.3055793,0.6833723,0.0194178
42.6355296,1.1880488,-6.2254221,2.3077648,0.6856366,0.0188683
42.6855713,1.1649299,-6.2000027,2.3098951,0.6878601,0.0183293
42.735613,1.141683,-6.1745504,2.3119709,0.6900422,0.0178002
42.7856547,1.1183108,-6.1490658,2.3139928,0.6921827,0.0172809
42.8356964,1.0948156,-6.1235496,2.3159614,0.694281,0.0167709
42.8857381,1.0712003,-6.0980027,2.3178773,0.6963369,0.0162699
42.9357798,1.0474672,-6.0724255,2.319741,0.6983498,0.0157777
42.9858215,1.0236191,-6.0468189,2.3215532,0.7003195,0.0152939
43.0358632,0.9996586,-6.0211836,2.3233143,0.7022456,0.0148183
43.0859049,0.9755882,-5.9955202,2.3250248,0.7041277,0.0143505
43.1359466,0.9514107,-5.9698295,2.3266853,0.7059655,0.0138902
43.1859883,0.9271287,-5.9441121,2.3282963,0.7077586,0.0134373
43.23603,0.9027449,-5.9183688,2.3298581,0.7095067,0.0129913
43.2860717,0.8782618,-5.8926003,2.3313714,0.7112095,0.0125521
43.3361134,0.8536823,-5.8668073,2.3328364,0.7128667,0.0121194
43.3861551,0.8290091,-5.8409905,2.3342537,0.7144779,0.0116929
43.4361968,0.8042448,-5.8151506,2.3356236,0.716043,0.0112725
43.4862385,0.7793921,-5.7892883,2.3369465,0.7175615,0.0108578
43.5362802,0.7544538,-5.7634043,2.3382229,0.7190333,0.0104486
43.5863219,0.7294327,-5.7374994,2.339453,0.7204581,0.0100448
43.6363636,0.7043314,-5.7115742,2.3406372,0.7218356,0.009646
43.6864053,0.6791528,-5.6856295,2.3417759,0.7231655,0.0092521
43.736447,0.6538995,-5.6596659,2.3428694,0.7244478,0.0088628
43.7864887,0.6285744,-5.6336842,2.343918,0.725682,0.008478
43.8365304,0.6031803,-5.6076852,2.344922,0.726868,0.0080974
43.8865721,0.57772,-5.5816694,2.3458816,0.7280057,0.0077208
43.9366138,0.5521961,-5.5556377,2.3467972,0.7290947,0.0073481
43.9866555,0.5266116,-5.5295907,2.347669,0.730135,0.006979
44.0366972,0.5009693,-5.5035291,2.3484972,0.7311262,0.0066134
44.0867389,0.475272,-5.4774538,2.3492821,0.7320683,0.006251
44.1367807,0.4495224,-5.4513653,2.3500239,0.7329612,0.0058916
44.1868224,0.4237234,-5.4252644,2.3507228,0.7338045,0.0055352
44.2368641,0.397878,-5.3991519,2.351379,0.7345982,0.0051815
44.2869058,0.3719888,-5.3730284,2.3519927,0.7353422,0.0048302
44.3369475,0.3460587,-5.3468946,2.352564,0.7360363,0.0044814
44.3869892,0.3200907,-5.3207513,2.3530932,0.7366805,0.0041347
44.4370309,0.2940874,-5.2945992,2.3535802,0.7372745,0.00379
44.4870726,0.2680519,-5.2684391,2.3540254,0.7378183,0.0034472
44.5371143,0.2419869,-5.2422715,2.3544288,0.7383118,0.003106
44.587156,0.2158954,-5.2160973,2.3547905,0.7387549,0.0027664
44.6371977,0.1897801,-5.1899172,2.3551106,0.7391476,0.002428
44.6872394,0.163644,-5.1637318,2.3553892,0.7394897,0.0020909
44.7372811,0.1374899,-5.137542,2.3556265,0.7397813,0.0017547
44.7873228,0.1113207,-5.1113483,2.3558223,0.7400222,0.0014194
44.8373645,0.0851393,-5.0851516,2.3559769,0.7402125,0.0010848
44.8874062,0.0589485,-5.0589526,2.3560902,0.740352,0.0007507
44.9374479,0.0327513,-5.032752,2.3561623,0.7404408,0.0004169
44.9874896,0.0065504,-5.0065504,2.3561932,0.7404789,8.34e-05
45.0375313,-0.0196511,-4.9803487,2.3561829,0.7404662,-0.0002501
45.087573,-0.0458505,-4.9541475,2.3561314,0.7404028,-0.0005838
45.1376147,-0.0720449,-4.9279476,2.3560387,0.7402886,-0.0009177
45.1876564,-0.0982314,-4.9017497,2.3559048,0.7401237,-0.001252
45.2376981,-0.124407,-4.8755544,2.3557296,0.7399081,-0.001587
45.2877398,-0.150569,-4.8493626,2.355513,0.7396419,-0.0019227
45.3377815,-0.1767145,-4.8231749,2.3552551,0.739325,-0.0022593
45.3878232,-0.2028405,-4.7969921,2.3549557,0.7389576,-0.002597
45.4378649,-0.2289443,-4.7708148,2.3546148,0.7385397,-0.002936
45.4879066,-0.2550229,-4.7446438,2.3542323,0.7380713,-0.0032764
45.5379483,-0.2810735,-4.7184799,2.3538081,0.7375527,-0.0036184
45.58799,-0.3070933,-4.6923237,2.3533419,0.7369837,-0.0039621
45.6380317,-0.3330793,-4.6661759,2.3528339,0.7363647,-0.0043078
45.6880734,-0.3590287,-4.6400373,2.3522837,0.7356955,-0.0046555
45.7381151,-0.3849387,-4.6139086,2.3516912,0.7349765,-0.0050055
45.7881568,-0.4108063,-4.5877904,2.3510563,0.7342076,-0.005358
45.8381985,-0.4366289,-4.5616836,2.3503787,0.733389,-0.0057131
45.8882402,-0.4624035,-4.5355889,2.3496584,0.7325209,-0.0060709
45.9382819,-0.4881273,-4.5095069,2.3488951,0.7316034,-0.0064318
45.9883236,-0.5137975,-4.4834383,2.3480885,0.7306367,-0.0067958
46.0383653,-0.5394113,-4.457384,2.3472386,0.7296209,-0.0071631
46.088407,-0.5649658,-4.4313445,2.3463449,0.7285563,-0.007534
46.1384487,-0.5904582,-4.4053207,2.3454073,0.7274429,-0.0079086
46.1884904,-0.6158858,-4.3793132,2.3444255,0.7262811,-0.0082872
46.2385321,-0.6412458,-4.3533227,2.3433993,0.7250709,-0.0086699
46.2885738,-0.6665353,-4.32735,2.3423283,0.7238126,-0.0090569
46.3386155,-0.6917516,-4.3013958,2.3412122,0.7225065,-0.0094484
46.3886572,-0.7168919,-4.2754607,2.3400508,0.7211528,-0.0098448
46.4386989,-0.7419534,-4.2495456,2.3388437,0.7197516,-0.010246
46.4887406,-0.7669335,-4.223651,2.3375905,0.7183033,-0.0106525
46.5387823,-0.7918293,-4.1977778,2.3362909,0.7168081,-0.0110644
46.588824,-0.8166381,-4.1719266,2.3349445,0.7152662,-0.011482
46.6388657,-0.8413573,-4.1460982,2.333551,0.713678,-0.0119054
46.6889074,-0.865984,-4.1202932,2.3321099,0.7120438,-0.0123349
46.7389491,-0.8905156,-4.0945123,2.3306208,0.7103638,-0.0127709
46.7889908,-0.9149493,-4.0687563,2.3290833,0.7086383,-0.0132134
46.8390325,-0.9392826,-4.0430259,2.327497,0.7068676,-0.0136628
46.8890742,-0.9635127,-4.0173218,2.3258613,0.7050522,-0.0141194
46.9391159,-0.987637,-3.9916447,2.3241758,0.7031922,-0.0145834
46.9891576,-1.0116527,-3.9659952,2.3224401,0.7012881,-0.0150551
47.0391993,-1.0355574,-3.9403742,2.3206535,0.6993401,-0.0155348
47.089241,-1.0593483,-3.9147822,2.3188157,0.6973487,-0.0160228
47.1392827,-1.0830228,-3.88922,2.3169259,0.6953143,-0.0165193
47.1893244,-1.1065784,-3.8636884,2.3149837,0.6932371,-0.0170247
47.2393661,-1.1300124,-3.8381879,2.3129886,0.6911177,-0.0175393
47.2894078,-1.1533223,-3.8127194,2.3109398,0.6889563,-0.0180635
47.3394495,-1.1765055,-3.7872835,2.3088368,0.6867535,-0.0185975
47.3894912,-1.1995595,-3.7618808,2.306679,0.6845096,-0.0191417
47.4395329,-1.2224817,-3.7365122,2.3044656,0.682225,-0.0196965
47.4895746,-1.2452696,-3.7111782,2.3021961,0.6799003,-0.0202622
47.5396163,-1.2679208,-3.6858797,2.2998698,0.6775358,-0.0208392
47.589658,-1.2904327,-3.6606172,2.2974859,0.675132,-0.0214279
47.6396997,-1.3128028,-3.6353916,2.2950437,0.6726894,-0.0220287
47.6897415,-1.3350287,-3.6102034,2.2925424,0.6702085,-0.0226419
47.7397832,-1.357108,-3.5850533,2.2899813,0.6676898,-0.0232681
47.7898249,-1.3790382,-3.5599421,2.2873597,0.6651337,-0.0239075
47.8398666,-1.4008169,-3.5348705,2.2846766,0.6625408,-0.0245608
47.8899083,-1.4224418,-3.5098391,2.2819312,0.6599117,-0.0252282
47.93995,-1.4439104,-3.4848486,2.2791228,0.6572468,-0.0259104
47.9899917,-1.4652204,-3.4598997,2.2762503,0.6545467,-0.0266077
48.0400334,-1.4863694,-3.4349932,2.273313,0.651812,-0.0273207
48.0900751,-1.5073552,-3.4101296,2.2703098,0.6490433,-0.0280499
48.1401168,-1.5281754,-3.3853096,2.2672399,0.6462411,-0.0287957
48.1901585,-1.5488278,-3.360534,2.2641022,0.643406,-0.0295589
48.2402002,-1.56931,-3.3358034,2.2608957,0.6405387,-0.0303398
48.2902419,-1.5896198,-3.3111186,2.2576195,0.6376397,-0.0311391
48.3402836,-1.6097551,-3.2864801,2.2542724,0.6347098,-0.0319573
48.3903253,-1.6297135,-3.2618886,2.2508534,0.6317495,-0.0327951
48.440367,-1.6494929,-3.2373449,2.2473614,0.6287595,-0.0336531
48.4904087,-1.6690911,-3.2128496,2.2437953,0.6257406,-0.0345319
48.5404504,-1.6885059,-3.1884034,2.2401538,0.6226933,-0.0354322
48.5904921,-1.7077353,-3.1640069,2.2364358,0.6196184,-0.0363547
48.6405338,-1.7267771,-3.1396608,2.2326401,0.6165166,-0.0373
48.6905755,-1.7456293,-3.1153658,2.2287654,0.6133887,-0.0382688
48.7406172,-1.7642896,-3.0911226,2.2248105,0.6102353,-0.039262
48.7906589,-1.7827562,-3.0669318,2.220774,0.6070573,-0.0402802
48.8407006,-1.801027,-3.0427941,2.2166547,0.6038554,-0.0413242
48.8907423,-1.8190999,-3.0187101,2.212451,0.6006304,-0.0423949
48.940784,-1.836973,-2.9946806,2.2081618,0.5973831,-0.043493
48.9908257,-1.8546444,-2.9707061,2.2037854,0.5941144,-0.0446193
49.0408674,-1.872112,-2.9467873,2.1993205,0.5908251,-0.0457747
49.0909091,-1.8893739,-2.9229249,2.1947656,0.587516,-0.0469602
49.1409508,-1.9064284,-2.8991196,2.1901191,0.5841879,-0.0481765
49.1909925,-1.9232734,-2.8753719,2.1853795,0.5808419,-0.0494246
49.2410342,-1.9399071,-2.8516826,2.1805452,0.5774788,-0.0507055
49.2910759,-1.9563278,-2.8280523,2.1756145,0.5740995,-0.05202
49.3411176,-1.9725336,-2.8044817,2.1705859,0.570705,-0.0533692
49.3911593,-1.9885227,-2.7809713,2.1654576,0.5672962,-0.0547541
49.441201,-2.0042934,-2.7575219,2.1602279,0.5638741,-0.0561757
49.4912427,-2.0198439,-2.734134,2.1548951,0.5604396,-0.0576349
49.5412844,-2.0351726,-2.7108084,2.1494574,0.5569939,-0.0591329
49.5913261,-2.0502777,-2.6875456,2.1439129,0.553538,-0.0606708
49.6413678,-2.0651576,-2.6643463,2.1382598,0.5500728,-0.0622495
49.6914095,-2.0798106,-2.6412112,2.1324962,0.5465996,-0.0638702
49.7414512,-2.0942352,-2.6181409,2.1266202,0.5431193,-0.0655341
49.7914929,-2.1084297,-2.5951359,2.1206298,0.5396331,-0.0672421
49.8415346,-2.1223927,-2.572197,2.1145232,0.5361422,-0.0689955
49.8915763,-2.1361225,-2.5493248,2.1082982,0.5326476,-0.0707954
49.941618,-2.1496177,-2.5265199,2.1019529,0.5291506,-0.0726428
49.9916597,-2.1628767,-2.5037829,2.0954851,0.5256524,-0.074539
50.0417014,-2.1758982,-2.4811144,2.0888928,0.5221542,-0.0764851
50.0917431,-2.1886807,-2.4585151,2.082174,0.5186572,-0.0784821
50.1417848,-2.2012227,-2.4359856,2.0753263,0.5151628,-0.0805313
50.1918265,-2.213523,-2.4135265,2.0683478,0.5116722,-0.0826336
50.2418682,-2.2255801,-2.3911385,2.0612361,0.5081867,-0.0847903
50.2919099,-2.2373927,-2.3688221,2.0539892,0.5047077,-0.0870022
50.3419516,-2.2489596,-2.3465779,2.0466047,0.5012366,-0.0892706
50.3919933,-2.2602795,-2.3244066,2.0390806,0.4977746,-0.0915963
50.442035,-2.271351,-2.3023088,2.0314145,0.4943233,-0.0939803
50.4920767,-2.2821731,-2.2802851,2.0236042,0.490884,-0.0964236
50.5421184,-2.2927445,-2.258336,2.0156474,0.4874582,-0.0989268
50.5921601,-2.303064,-2.2364623,2.007542,0.4840473,-0.1014909
50.6422018,-2.3131306,-2.2146644,1.9992857,0.480653,-0.1041166
50.6922435,-2.3229431,-2.192943,1.9908762,0.4772766,-0.1068043
50.7422852,-2.3325004,-2.1712987,1.9823113,0.4739197,-0.1095547
50.7923269,-2.3418015,-2.1497321,1.9735889,0.4705839,-0.1123682
50.8423686,-2.3508454,-2.1282438,1.9647068,0.4672706,-0.1152451
50.8924103,-2.359631,-2.1068343,1.9556628,0.4639816,-0.1181855
50.942452,-2.3681575,-2.0855043,1.9464548,0.4607184,-0.1211895
50.9924937,-2.3764238,-2.0642543,1.9370807,0.4574826,-0.124257
51.0425354,-2.3844291,-2.0430849,1.9275386,0.4542759,-0.1273876
51.0925771,-2.3921725,-2.0219968,1.9178264,0.4510998,-0.130581
51.1426188,-2.3996531,-2.0009904,1.9079424,0.447956,-0.1338364
51.1926606,-2.4068701,-1.9800663,1.8978846,0.4448461,-0.1371529
51.2427023,-2.4138228,-1.9592252,1.8876513,0.4417719,-0.1405296
51.292744,-2.4205103,-1.9384676,1.8772409,0.4387349,-0.1439649
51.3427857,-2.4269319,-1.9177941,1.8666518,0.4357368,-0.1474574
51.3928274,-2.4330869,-1.8972052,1.8558826,0.4327793,-0.1510052
51.4428691,-2.4389747,-1.8767015,1.844932,0.4298639,-0.1546061
51.4929108,-2.4445946,-1.8562836,1.8337988,0.4269923,-0.1582576
51.5429525,-2.4499459,-1.835952,1.8224819,0.4241661,-0.1619571
51.5929942,-2.4550281,-1.8157073,1.8109806,0.4213869,-0.1657014
51.6430359,-2.4598407,-1.7955501,1.799294,0.4186562,-0.1694871
51.6930776,-2.464383,-1.7754808,1.7874216,0.4159755,-0.1733103
51.7431193,-2.4686547,-1.7555001,1.7753631,0.4133464,-0.1771671
51.793161,-2.4726552,-1.7356085,1.7631184,0.4107704,-0.1810528
51.8432027,-2.4763841,-1.7158066,1.7506875,0.4082487,-0.1849626
51.8932444,-2.4798409,-1.6960948,1.7380707,0.4057828,-0.1888912
51.9432861,-2.4830254,-1.6764738,1.7252686,0.4033741,-0.192833
51.9933278,-2.4859371,-1.656944,1.7122819,0.4010237,-0.1967821
52.0433695,-2.4885758,-1.637506,1.6991119,0.3987329,-0.2007319
52.0934112,-2.4909411,-1.6181604,1.6857597,0.3965029,-0.2046758
52.1434529,-2.4930328,-1.5989077,1.672227,0.3943347,-0.2086068
52.1934946,-2.4948506,-1.5797483,1.6585158,0.3922293,-0.2125173
52.2435363,-2.4963944,-1.5606829,1.6446283,0.3901876,-0.2163996
52.293578,-2.497664,-1.5417119,1.6305671,0.3882106,-0.2202457
52.3436197,-2.4986592,-1.5228359,1.6163351,0.386299,-0.2240472
52.3936614,-2.49938,-1.5040553,1.6019354,0.3844534,-0.2277957
52.4437031,-2.4998262,-1.4853708,1.5873717,0.3826746,-0.2314824
52.4937448,-2.4999979,-1.4667828,1.5726479,0.3809631,-0.2350984
52.5437865,-2.4998949,-1.4482918,1.5577682,0.3793193,-0.2386346
52.5938282,-2.4995173,-1.4298983,1.5427372,0.3777436,-0.242082
52.6438699,-2.4988652,-1.4116029,1.5275599,0.3762363,-0.2454313
52.6939116,-2.4979385,-1.3934061,1.5122416,0.3747976,-0.2486734
52.7439533,-2.4967375,-1.3753082,1.496788,0.3734278,-0.2517994
52.793995,-2.4952623,-1.3573099,1.481205,0.3721269,-0.2548003
52.8440367,-2.4935129,-1.3394117,1.465499,0.3708948,-0.2576673
52.8940784,-2.4914897,-1.321614,1.4496765,0.3697317,-0.260392
52.9441201,-2.4891928,-1.3039172,1.4337446,0.3686373,-0.2629662
52.9941618,-2.4866224,-1.286322,1.4177104,0.3676116,-0.265382
53.0442035,-2.4837789,-1.2688288,1.4015815,0.3666544,-0.267632
53.0942452,-2.4806626,-1.251438,1.3853657,0.3657654,-0.2697092
53.1442869,-2.4772738,-1.2341502,1.3690709,0.3649443,-0.2716073
53.1943286,-2.4736129,-1.2169657,1.3527055,0.364191,-0.2733203
53.2443703,-2.4696803,-1.1998852,1.3362777,0.363505,-0.2748429
53.294412,-2.4654763,-1.182909,1.3197964,0.3628861,-0.2761706
53.3444537,-2.4610016,-1.1660377,1.30327,0.3623339,-0.2772994
53.3944954,-2.4562566,-1.1492716,1.2867077,0.3618481,-0.2782261
53.4445371,-2.4512417,-1.1326113,1.2701182,0.3614284,-0.2789482
53.4945788,-2.4459576,-1.1160572,1.2535105,0.3610743,-0.279464
53.5446205,-2.4404048,-1.0996097,1.2368938,0.3607856,-0.2797725
53.5946622,-2.4345839,-1.0832693,1.2202771,0.3605619,-0.2798735
53.6447039,-2.4284957,-1.0670365,1.2036693,0.3604029,-0.2797676
53.6947456,-2.4221406,-1.0509118,1.1870794,0.3603082,-0.2794562
53.7447873,-2.4155195,-1.0348954,1.1705163,0.3602775,-0.2789414
53.794829,-2.4086331,-1.018988,1.1539887,0.3603105,-0.278226
53.8448707,-2.4014821,-1.0031898,1.1375052,0.3604069,-0.2773136
53.8949124,-2.3940673,-0.9875014,1.1210742,0.3605662,-0.2762083
53.9449541,-2.3863896,-0.9719233,1.1047039,0.3607882,-0.2749152
53.9949958,-2.3784497,-0.9564557,1.0884024,0.3610725,-0.2734396
54.0450375,-2.3702485,-0.9410992,1.0721774,0.3614188,-0.2717876
54.0950792,-2.361787,-0.9258541,1.0560365,0.3618266,-0.2699657
54.1451209,-2.3530661,-0.9107209,1.0399868,0.3622955,-0.267981
54.1951626,-2.3440866,-0.8957,1.0240353,0.3628251,-0.2658408
54.2452043,-2.3348498,-0.8807918,1.0081886,0.3634149,-0.263553
54.295246,-2.3253564,-0.8659968,0.992453,0.3640644,-0.2611255
54.3452877,-2.3156076,-0.8513152,0.9768344,0.3647729,-0.2585669
54.3953294,-2.3056044,-0.8367476,0.9613386,0.36554,-0.2558854
54.4453711,-2.295348,-0.8222943,0.9459708,0.3663649,-0.2530899
54.4954128,-2.2848395,-0.8079558,0.9307358,0.367247,-0.250189
54.5454545,-2.27408,-0.7937323,0.9156384,0.3681854,-0.2471915
54.5954962,-2.2630707,-0.7796244,0.9006827,0.3691793,-0.2441061
54.6455379,-2.2518128,-0.7656324,0.8858726,0.3702279,-0.2409417
54.6955796,-2.2403075,-0.7517566,0.8712117,0.3713302,-0.2377067
54.7456214,-2.2285562,-0.7379975,0.8567031,0.3724852,-0.2344096
54.7956631,-2.2165601,-0.7243555,0.8423497,0.3736918,-0.2310587
54.8457048,-2.2043205,-0.7108309,0.8281539,0.374949,-0.2276621
54.8957465,-2.1918388,-0.697424,0.8141181,0.3762554,-0.2242276
54.9457882,-2.1791163,-0.6841353,0.800244,0.3776101,-0.2207628
54.9958299,-2.1661544,-0.6709651,0.7865333,0.3790115,-0.2172749
55.0458716,-2.1529546,-0.6579138,0.7729873,0.3804584,-0.2137708
55.0959133,-2.1395183,-0.6449818,0.7596069,0.3819495,-0.2102574
